Primer	Reference	Start	End
Den1_R2520_R	GCF_000866625.1_ViralProj15598_genomic	2489	2514
Den1_R2520_R	GCF_000871845.1_ViralProj20183_genomic	2497	2522
Den1_F2305_F	GCF_000862125.1_ViralProj15306_genomic	2305	2325
Den1_F2305_F	GCF_000865065.1_ViralProj15599_genomic	10563	10583
Den1_F2305_F	GCF_000866625.1_ViralProj15598_genomic	2299	2319
Den1_F2305_F	GCF_000871845.1_ViralProj20183_genomic	1752	1772
Den1_R5391_R	GCF_000862125.1_ViralProj15306_genomic	5369	5391
Den1_R5391_R	GCF_000865065.1_ViralProj15599_genomic	5370	5392
Den1_R5391_R	GCF_000866625.1_ViralProj15598_genomic	5363	5385
Den1_R5391_R	GCF_000871845.1_ViralProj20183_genomic	5368	5390
Den1_F5132_F	GCF_000862125.1_ViralProj15306_genomic	5132	5154
Den1_F5132_F	GCF_000865065.1_ViralProj15599_genomic	5133	5155
Den1_F5132_F	GCF_000866625.1_ViralProj15598_genomic	5126	5148
Den1_F5132_F	GCF_000871845.1_ViralProj20183_genomic	5131	5153
Den1_R7740_R	GCF_000862125.1_ViralProj15306_genomic	7716	7740
Den1_R7740_R	GCF_000865065.1_ViralProj15599_genomic	7705	7729
Den1_R7740_R	GCF_000866625.1_ViralProj15598_genomic	7707	7731
Den1_R7740_R	GCF_000871845.1_ViralProj20183_genomic	7712	7736
Den1_F7444_F	GCF_000862125.1_ViralProj15306_genomic	7444	7464
Den1_F7444_F	GCF_000865065.1_ViralProj15599_genomic	4605	4625
Den1_F7444_F	GCF_000866625.1_ViralProj15598_genomic	7435	7455
Den1_F7444_F	GCF_000871845.1_ViralProj20183_genomic	1920	1940
Den2_F1_F	GCF_000862125.1_ViralProj15306_genomic	1	24
Den2_F1_F	GCF_000865065.1_ViralProj15599_genomic	1	24
Den2_F1_F	GCF_000866625.1_ViralProj15598_genomic	1	24
Den2_F1_F	GCF_000871845.1_ViralProj20183_genomic	1	24
Den2_R2876_R	GCF_000862125.1_ViralProj15306_genomic	5536	5559
Den2_R2876_R	GCF_000865065.1_ViralProj15599_genomic	2855	2878
Den2_R2876_R	GCF_000866625.1_ViralProj15598_genomic	4611	4634
Den2_R2876_R	GCF_000871845.1_ViralProj20183_genomic	2853	2876
Den2_F2707_F	GCF_000862125.1_ViralProj15306_genomic	6099	6121
Den2_F2707_F	GCF_000865065.1_ViralProj15599_genomic	4668	4690
Den2_F2707_F	GCF_000866625.1_ViralProj15598_genomic	107	129
Den2_F2707_F	GCF_000871845.1_ViralProj20183_genomic	2707	2729
Den2_R5428_R	GCF_000862125.1_ViralProj15306_genomic	5402	5429
Den2_R5428_R	GCF_000865065.1_ViralProj15599_genomic	5403	5430
Den2_R5428_R	GCF_000866625.1_ViralProj15598_genomic	5396	5423
Den2_R5428_R	GCF_000871845.1_ViralProj20183_genomic	5401	5428
Den2_F5228_F	GCF_000862125.1_ViralProj15306_genomic	5229	5254
Den2_F5228_F	GCF_000865065.1_ViralProj15599_genomic	5230	5255
Den2_F5228_F	GCF_000866625.1_ViralProj15598_genomic	5223	5248
Den2_F5228_F	GCF_000871845.1_ViralProj20183_genomic	5228	5253
Den2_R8023_R	GCF_000862125.1_ViralProj15306_genomic	8005	8027
Den2_R8023_R	GCF_000865065.1_ViralProj15599_genomic	7994	8016
Den2_R8023_R	GCF_000866625.1_ViralProj15598_genomic	7996	8018
Den2_R8023_R	GCF_000871845.1_ViralProj20183_genomic	8001	8023
Den2_F7875_F	GCF_000862125.1_ViralProj15306_genomic	7879	7901
Den2_F7875_F	GCF_000865065.1_ViralProj15599_genomic	7868	7890
Den2_F7875_F	GCF_000866625.1_ViralProj15598_genomic	7870	7892
Den2_F7875_F	GCF_000871845.1_ViralProj20183_genomic	7875	7897
Den3_F1_F	GCF_000862125.1_ViralProj15306_genomic	1	24
Den3_F1_F	GCF_000865065.1_ViralProj15599_genomic	1	24
Den3_F1_F	GCF_000866625.1_ViralProj15598_genomic	1	24
Den3_F1_F	GCF_000871845.1_ViralProj20183_genomic	1	24
Den3_R2877_R	GCF_000862125.1_ViralProj15306_genomic	2862	2883
Den3_R2877_R	GCF_000865065.1_ViralProj15599_genomic	2866	2887
Den3_R2877_R	GCF_000866625.1_ViralProj15598_genomic	2856	2877
Den3_R2877_R	GCF_000871845.1_ViralProj20183_genomic	2864	2885
Den3_F2709_F	GCF_000862125.1_ViralProj15306_genomic	7608	7631
Den3_F2709_F	GCF_000865065.1_ViralProj15599_genomic	2719	2742
Den3_F2709_F	GCF_000866625.1_ViralProj15598_genomic	2709	2732
Den3_F2709_F	GCF_000871845.1_ViralProj20183_genomic	108	131
Den3_R5517_R	GCF_000862125.1_ViralProj15306_genomic	5501	5523
Den3_R5517_R	GCF_000865065.1_ViralProj15599_genomic	5502	5524
Den3_R5517_R	GCF_000866625.1_ViralProj15598_genomic	5495	5517
Den3_R5517_R	GCF_000871845.1_ViralProj20183_genomic	5500	5522
Den3_F5396_F	GCF_000862125.1_ViralProj15306_genomic	5402	5424
Den3_F5396_F	GCF_000865065.1_ViralProj15599_genomic	5403	5425
Den3_F5396_F	GCF_000866625.1_ViralProj15598_genomic	5396	5418
Den3_F5396_F	GCF_000871845.1_ViralProj20183_genomic	5401	5423
Den3_R8037_R	GCF_000862125.1_ViralProj15306_genomic	8025	8046
Den3_R8037_R	GCF_000865065.1_ViralProj15599_genomic	4339	4360
Den3_R8037_R	GCF_000866625.1_ViralProj15598_genomic	8016	8037
Den3_R8037_R	GCF_000871845.1_ViralProj20183_genomic	8021	8042
Den3_F7857_F	GCF_000862125.1_ViralProj15306_genomic	7866	7889
Den3_F7857_F	GCF_000865065.1_ViralProj15599_genomic	7855	7878
Den3_F7857_F	GCF_000866625.1_ViralProj15598_genomic	7857	7880
Den3_F7857_F	GCF_000871845.1_ViralProj20183_genomic	7862	7885
Den4_R2870_R	GCF_000862125.1_ViralProj15306_genomic	2843	2865
Den4_R2870_R	GCF_000865065.1_ViralProj15599_genomic	2847	2869
Den4_R2870_R	GCF_000866625.1_ViralProj15598_genomic	2837	2859
Den4_R2870_R	GCF_000871845.1_ViralProj20183_genomic	2845	2867
Den4_F2498_F	GCF_000862125.1_ViralProj15306_genomic	2493	2515
Den4_F2498_F	GCF_000865065.1_ViralProj15599_genomic	2497	2519
Den4_F2498_F	GCF_000866625.1_ViralProj15598_genomic	2487	2509
Den4_F2498_F	GCF_000871845.1_ViralProj20183_genomic	2495	2517
Den4_R5525_R	GCF_000862125.1_ViralProj15306_genomic	7741	7763
Den4_R5525_R	GCF_000865065.1_ViralProj15599_genomic	5502	5524
Den4_R5525_R	GCF_000866625.1_ViralProj15598_genomic	5495	5517
Den4_R5525_R	GCF_000871845.1_ViralProj20183_genomic	5500	5522
Den4_F5299_F	GCF_000862125.1_ViralProj15306_genomic	5297	5319
Den4_F5299_F	GCF_000865065.1_ViralProj15599_genomic	5298	5320
Den4_F5299_F	GCF_000866625.1_ViralProj15598_genomic	5291	5313
Den4_F5299_F	GCF_000871845.1_ViralProj20183_genomic	5296	5318
Den4_R8508_R	GCF_000862125.1_ViralProj15306_genomic	9797	9818
Den4_R8508_R	GCF_000865065.1_ViralProj15599_genomic	8486	8507
Den4_R8508_R	GCF_000866625.1_ViralProj15598_genomic	8485	8506
Den4_R8508_R	GCF_000871845.1_ViralProj20183_genomic	7722	7743
Den4_F7950_F	GCF_000865065.1_ViralProj15599_genomic	7949	7972
Den4_F7950_F	GCF_000871845.1_ViralProj20183_genomic	7956	7979
Den4_R10653_R	GCF_000862125.1_ViralProj15306_genomic	10712	10735
Den4_R10653_R	GCF_000865065.1_ViralProj15599_genomic	10626	10649
Den4_R10653_R	GCF_000866625.1_ViralProj15598_genomic	10684	10707
Den4_R10653_R	GCF_000871845.1_ViralProj20183_genomic	10700	10723
NS3-1-O_F	GCF_000862125.1_ViralProj15306_genomic	379	398
NS3-1-O_F	GCF_000865065.1_ViralProj15599_genomic	4453	4472
NS3-1-O_F	GCF_000866625.1_ViralProj15598_genomic	1305	1324
NS3-1-O_F	GCF_000871845.1_ViralProj20183_genomic	4451	4470
NS3-1-I_F	GCF_000862125.1_ViralProj15306_genomic	4623	4642
NS3-1-I_F	GCF_000865065.1_ViralProj15599_genomic	10043	10062
NS3-1-I_F	GCF_000866625.1_ViralProj15598_genomic	4617	4636
NS3-1-I_F	GCF_000871845.1_ViralProj20183_genomic	4514	4533
NS3-1-SEQ_F	GCF_000862125.1_ViralProj15306_genomic	5834	5853
NS3-1-SEQ_F	GCF_000865065.1_ViralProj15599_genomic	3034	3053
NS3-1-SEQ_F	GCF_000866625.1_ViralProj15598_genomic	4798	4817
NS3-1-SEQ_F	GCF_000871845.1_ViralProj20183_genomic	4806	4825
NS3-2-O_F	GCF_000862125.1_ViralProj15306_genomic	5385	5404
NS3-2-O_F	GCF_000865065.1_ViralProj15599_genomic	2410	2429
NS3-2-O_F	GCF_000866625.1_ViralProj15598_genomic	5379	5398
NS3-2-O_F	GCF_000871845.1_ViralProj20183_genomic	5384	5403
NS3-2-I_F	GCF_000862125.1_ViralProj15306_genomic	1235	1254
NS3-2-I_F	GCF_000865065.1_ViralProj15599_genomic	10428	10447
NS3-2-I_F	GCF_000866625.1_ViralProj15598_genomic	10492	10511
NS3-2-I_F	GCF_000871845.1_ViralProj20183_genomic	5482	5501
NS3-2-SEQ-I_F	GCF_000862125.1_ViralProj15306_genomic	5752	5771
NS3-2-SEQ-I_F	GCF_000865065.1_ViralProj15599_genomic	5753	5772
NS3-2-SEQ-I_F	GCF_000866625.1_ViralProj15598_genomic	5746	5765
NS3-2-SEQ-I_F	GCF_000871845.1_ViralProj20183_genomic	5751	5770
NS3-1-O_R	GCF_000862125.1_ViralProj15306_genomic	5553	5574
NS3-1-O_R	GCF_000865065.1_ViralProj15599_genomic	6260	6281
NS3-1-O_R	GCF_000866625.1_ViralProj15598_genomic	5547	5568
NS3-1-O_R	GCF_000871845.1_ViralProj20183_genomic	5552	5573
NS3-1-I_R	GCF_000862125.1_ViralProj15306_genomic	2302	2321
NS3-1-I_R	GCF_000865065.1_ViralProj15599_genomic	3546	3565
NS3-1-I_R	GCF_000866625.1_ViralProj15598_genomic	1850	1869
NS3-1-I_R	GCF_000871845.1_ViralProj20183_genomic	5483	5502
NS3-2-O_R	GCF_000862125.1_ViralProj15306_genomic	10381	10400
NS3-2-O_R	GCF_000865065.1_ViralProj15599_genomic	7701	7720
NS3-2-O_R	GCF_000866625.1_ViralProj15598_genomic	6483	6502
NS3-2-O_R	GCF_000871845.1_ViralProj20183_genomic	6488	6507
NS3-2-I_R	GCF_000862125.1_ViralProj15306_genomic	6399	6418
NS3-2-I_R	GCF_000865065.1_ViralProj15599_genomic	10292	10311
NS3-2-I_R	GCF_000866625.1_ViralProj15598_genomic	4634	4653
NS3-2-I_R	GCF_000871845.1_ViralProj20183_genomic	6398	6417
DENV1F6.2_F	GCF_000862125.1_ViralProj15306_genomic	8829	8849
DENV1F6.2_F	GCF_000865065.1_ViralProj15599_genomic	8779	8799
DENV1F6.2_F	GCF_000866625.1_ViralProj15598_genomic	4665	4685
DENV1F6.2_F	GCF_000871845.1_ViralProj20183_genomic	6431	6451
DENV2F10_F	GCF_000862125.1_ViralProj15306_genomic	8765	8784
DENV2F10_F	GCF_000865065.1_ViralProj15599_genomic	6178	6197
DENV2F10_F	GCF_000866625.1_ViralProj15598_genomic	8756	8775
DENV2F10_F	GCF_000871845.1_ViralProj20183_genomic	8764	8783
DENV3F6.1_F	GCF_000862125.1_ViralProj15306_genomic	8372	8394
DENV3F6.1_F	GCF_000865065.1_ViralProj15599_genomic	8364	8386
DENV3F6.1_F	GCF_000866625.1_ViralProj15598_genomic	8363	8385
DENV3F6.1_F	GCF_000871845.1_ViralProj20183_genomic	9779	9801
DENV4F3_F	GCF_000862125.1_ViralProj15306_genomic	8894	8916
DENV4F3_F	GCF_000865065.1_ViralProj15599_genomic	8886	8908
DENV4F3_F	GCF_000866625.1_ViralProj15598_genomic	8311	8333
DENV4F3_F	GCF_000871845.1_ViralProj20183_genomic	8893	8915
DV1.U_F	GCF_000862125.1_ViralProj15306_genomic	8558	8582
DV1.U_F	GCF_000865065.1_ViralProj15599_genomic	5582	5606
DV1.U_F	GCF_000866625.1_ViralProj15598_genomic	7973	7997
DV1.U_F	GCF_000871845.1_ViralProj20183_genomic	1612	1636
DV2.U_F	GCF_000862125.1_ViralProj15306_genomic	1108	1131
DV2.U_F	GCF_000865065.1_ViralProj15599_genomic	2959	2982
DV2.U_F	GCF_000866625.1_ViralProj15598_genomic	5431	5454
DV2.U_F	GCF_000871845.1_ViralProj20183_genomic	10549	10572
DV3.U_F	GCF_000862125.1_ViralProj15306_genomic	10560	10583
DV3.U_F	GCF_000865065.1_ViralProj15599_genomic	7315	7338
DV3.U_F	GCF_000866625.1_ViralProj15598_genomic	10534	10557
DV3.U_F	GCF_000871845.1_ViralProj20183_genomic	661	684
DV4.U_F	GCF_000862125.1_ViralProj15306_genomic	10560	10583
DV4.U_F	GCF_000865065.1_ViralProj15599_genomic	10476	10499
DV4.U_F	GCF_000866625.1_ViralProj15598_genomic	10314	10337
DV4.U_F	GCF_000871845.1_ViralProj20183_genomic	10549	10572
DV.L2_R	GCF_000862125.1_ViralProj15306_genomic	10692	10712
DV.L2_R	GCF_000865065.1_ViralProj15599_genomic	10606	10626
DV.L2_R	GCF_000866625.1_ViralProj15598_genomic	10664	10684
DV.L2_R	GCF_000871845.1_ViralProj20183_genomic	6054	6074
DENV2qPCR_F	GCF_000862125.1_ViralProj15306_genomic	8212	8235
DENV2qPCR_F	GCF_000865065.1_ViralProj15599_genomic	8204	8227
DENV2qPCR_F	GCF_000866625.1_ViralProj15598_genomic	8203	8226
DENV2qPCR_F	GCF_000871845.1_ViralProj20183_genomic	8211	8234
DENV2qPCR_R	GCF_000862125.1_ViralProj15306_genomic	7856	7875
DENV2qPCR_R	GCF_000865065.1_ViralProj15599_genomic	8304	8323
DENV2qPCR_R	GCF_000866625.1_ViralProj15598_genomic	5520	5539
DENV2qPCR_R	GCF_000871845.1_ViralProj20183_genomic	8311	8330
DENV1_F	GCF_000862125.1_ViralProj15306_genomic	9974	9997
DENV1_F	GCF_000865065.1_ViralProj15599_genomic	9969	9992
DENV1_F	GCF_000866625.1_ViralProj15598_genomic	9968	9991
DENV1_F	GCF_000871845.1_ViralProj20183_genomic	9973	9996
DENV1_R	GCF_000862125.1_ViralProj15306_genomic	10022	10044
DENV1_R	GCF_000865065.1_ViralProj15599_genomic	1404	1426
DENV1_R	GCF_000866625.1_ViralProj15598_genomic	10016	10038
DENV1_R	GCF_000871845.1_ViralProj20183_genomic	10021	10043
DENV2_F	GCF_000862125.1_ViralProj15306_genomic	1871	1896
DENV2_F	GCF_000865065.1_ViralProj15599_genomic	1875	1900
DENV2_F	GCF_000866625.1_ViralProj15598_genomic	1865	1890
DENV2_F	GCF_000871845.1_ViralProj20183_genomic	1873	1898
DENV2_R	GCF_000862125.1_ViralProj15306_genomic	2048	2069
DENV2_R	GCF_000865065.1_ViralProj15599_genomic	2052	2073
DENV2_R	GCF_000866625.1_ViralProj15598_genomic	2042	2063
DENV2_R	GCF_000871845.1_ViralProj20183_genomic	2050	2071
DENV3_F	GCF_000862125.1_ViralProj15306_genomic	2866	2885
DENV3_F	GCF_000865065.1_ViralProj15599_genomic	4493	4512
DENV3_F	GCF_000866625.1_ViralProj15598_genomic	2860	2879
DENV3_F	GCF_000871845.1_ViralProj20183_genomic	4491	4510
DENV3_R	GCF_000862125.1_ViralProj15306_genomic	3010	3032
DENV3_R	GCF_000865065.1_ViralProj15599_genomic	3014	3036
DENV3_R	GCF_000866625.1_ViralProj15598_genomic	3004	3026
DENV3_R	GCF_000871845.1_ViralProj20183_genomic	3012	3034
DENV4_F	GCF_000862125.1_ViralProj15306_genomic	6257	6280
DENV4_F	GCF_000865065.1_ViralProj15599_genomic	86	109
DENV4_F	GCF_000866625.1_ViralProj15598_genomic	5807	5830
DENV4_F	GCF_000871845.1_ViralProj20183_genomic	598	621
DENV4_R	GCF_000862125.1_ViralProj15306_genomic	173	195
DENV4_R	GCF_000865065.1_ViralProj15599_genomic	177	199
DENV4_R	GCF_000866625.1_ViralProj15598_genomic	8534	8556
DENV4_R	GCF_000871845.1_ViralProj20183_genomic	175	197
DEN-Bgl.5NC_N	GCF_000862125.1_ViralProj15306_genomic	78	94
DEN-Bgl.5NC_N	GCF_000865065.1_ViralProj15599_genomic	80	96
DEN-Bgl.5NC_N	GCF_000866625.1_ViralProj15598_genomic	78	94
DEN-Bgl.5NC_N	GCF_000871845.1_ViralProj20183_genomic	80	96
cD1-2394.Ngo_N	GCF_000862125.1_ViralProj15306_genomic	2360	2392
C14A_F	GCF_000862125.1_ViralProj15306_genomic	134	161
C14A_F	GCF_000865065.1_ViralProj15599_genomic	138	165
C14A_F	GCF_000866625.1_ViralProj15598_genomic	134	161
C14A_F	GCF_000871845.1_ViralProj20183_genomic	136	163
C69B_R	GCF_000862125.1_ViralProj15306_genomic	275	302
C69B_R	GCF_000865065.1_ViralProj15599_genomic	279	306
C69B_R	GCF_000866625.1_ViralProj15598_genomic	275	302
C69B_R	GCF_000871845.1_ViralProj20183_genomic	277	304
D1B_N	GCF_000862125.1_ViralProj15306_genomic	10241	10259
D1B_N	GCF_000865065.1_ViralProj15599_genomic	1340	1358
D1B_N	GCF_000866625.1_ViralProj15598_genomic	4048	4066
D1B_N	GCF_000871845.1_ViralProj20183_genomic	8939	8957
D2B_N	GCF_000862125.1_ViralProj15306_genomic	7902	7921
D2B_N	GCF_000865065.1_ViralProj15599_genomic	7103	7122
D2B_N	GCF_000866625.1_ViralProj15598_genomic	9981	10000
D2B_N	GCF_000871845.1_ViralProj20183_genomic	2636	2655
D3B_N	GCF_000871845.1_ViralProj20183_genomic	4078	4098
D4B_N	GCF_000862125.1_ViralProj15306_genomic	5291	5308
D4B_N	GCF_000865065.1_ViralProj15599_genomic	5292	5309
D4B_N	GCF_000866625.1_ViralProj15598_genomic	9218	9235
D4B_N	GCF_000871845.1_ViralProj20183_genomic	5290	5307
D5B_N	GCF_000865065.1_ViralProj15599_genomic	2165	2183
D5B_N	GCF_000866625.1_ViralProj15598_genomic	7437	7455
D7B_N	GCF_000862125.1_ViralProj15306_genomic	6964	6982
D7B_N	GCF_000865065.1_ViralProj15599_genomic	9404	9422
D7B_N	GCF_000866625.1_ViralProj15598_genomic	9403	9421
D7B_N	GCF_000871845.1_ViralProj20183_genomic	9411	9429
D8B_N	GCF_000865065.1_ViralProj15599_genomic	1101	1121
D8B_N	GCF_000871845.1_ViralProj20183_genomic	2716	2736
E1A_N	GCF_000862125.1_ViralProj15306_genomic	85	104
E1A_N	GCF_000865065.1_ViralProj15599_genomic	3018	3037
E1A_N	GCF_000866625.1_ViralProj15598_genomic	85	104
E1A_N	GCF_000871845.1_ViralProj20183_genomic	87	106
E1_N	GCF_000862125.1_ViralProj15306_genomic	337	356
E1_N	GCF_000865065.1_ViralProj15599_genomic	341	360
E1_N	GCF_000866625.1_ViralProj15598_genomic	337	356
E1_N	GCF_000871845.1_ViralProj20183_genomic	339	358
AD3_N	GCF_000862125.1_ViralProj15306_genomic	3410	3426
AD3_N	GCF_000865065.1_ViralProj15599_genomic	3414	3430
AD3_N	GCF_000866625.1_ViralProj15598_genomic	3404	3420
AD3_N	GCF_000871845.1_ViralProj20183_genomic	3412	3428
AD4_N	GCF_000862125.1_ViralProj15306_genomic	3008	3027
AD4_N	GCF_000865065.1_ViralProj15599_genomic	3012	3031
AD4_N	GCF_000866625.1_ViralProj15598_genomic	3002	3021
AD4_N	GCF_000871845.1_ViralProj20183_genomic	3010	3029
CsotdvRRpcda1r_1_F	GCF_000866625.1_ViralProj15598_genomic	8366	8400
CsotdvRRpcda1r_2_R	GCF_000866625.1_ViralProj15598_genomic	10241	10276
Den_F2_F	GCF_000862125.1_ViralProj15306_genomic	10467	10496
Den_F2_F	GCF_000865065.1_ViralProj15599_genomic	10376	10405
Den_F2_F	GCF_000866625.1_ViralProj15598_genomic	10440	10469
Den_F2_F	GCF_000871845.1_ViralProj20183_genomic	10453	10482
Den_R1b_R	GCF_000862125.1_ViralProj15306_genomic	10589	10616
Den_R1b_R	GCF_000865065.1_ViralProj15599_genomic	10505	10532
Den_R1b_R	GCF_000866625.1_ViralProj15598_genomic	10563	10590
Den_R1b_R	GCF_000871845.1_ViralProj20183_genomic	10578	10605
Den_R2_R	GCF_000862125.1_ViralProj15306_genomic	10629	10654
Den_R2_R	GCF_000865065.1_ViralProj15599_genomic	10543	10568
Den_R2_R	GCF_000866625.1_ViralProj15598_genomic	10601	10626
Den_R2_R	GCF_000871845.1_ViralProj20183_genomic	10617	10642
Den_F	GCF_000862125.1_ViralProj15306_genomic	10517	10534
Den_F	GCF_000865065.1_ViralProj15599_genomic	10426	10443
Den_F	GCF_000866625.1_ViralProj15598_genomic	10490	10507
Den_F	GCF_000871845.1_ViralProj20183_genomic	10503	10520
Den_R	GCF_000862125.1_ViralProj15306_genomic	10591	10610
Den_R	GCF_000865065.1_ViralProj15599_genomic	10507	10526
Den_R	GCF_000866625.1_ViralProj15598_genomic	10565	10584
Den_R	GCF_000871845.1_ViralProj20183_genomic	10580	10599
Pan_R	GCF_000862125.1_ViralProj15306_genomic	10647	10671
Pan_R	GCF_000865065.1_ViralProj15599_genomic	10561	10585
Pan_R	GCF_000866625.1_ViralProj15598_genomic	10619	10643
Pan_R	GCF_000871845.1_ViralProj20183_genomic	10635	10659
Gsaodv1iiKWF_1_F	GCF_000862125.1_ViralProj15306_genomic	756	775
Gsaodv1iiKWF_1_F	GCF_000865065.1_ViralProj15599_genomic	760	779
Gsaodv1iiKWF_1_F	GCF_000866625.1_ViralProj15598_genomic	756	775
Gsaodv1iiKWF_1_F	GCF_000871845.1_ViralProj20183_genomic	758	777
Gsaodv1iiKWF_2_R	GCF_000862125.1_ViralProj15306_genomic	1965	1984
Gsaodv1iiKWF_2_R	GCF_000865065.1_ViralProj15599_genomic	7210	7229
Gsaodv1iiKWF_2_R	GCF_000866625.1_ViralProj15598_genomic	6040	6059
Gsaodv1iiKWF_2_R	GCF_000871845.1_ViralProj20183_genomic	4713	4732
DvNspCsaiiiotaswsbmmasaome_1_F	GCF_000866625.1_ViralProj15598_genomic	8695	8720
DvNspCsaiiiotaswsbmmasaome_1_F	GCF_000871845.1_ViralProj20183_genomic	4514	4539
DvNspCsaiiiotaswsbmmasaome_2_R	GCF_000865065.1_ViralProj15599_genomic	5061	5087
DvNspCsaiiiotaswsbmmasaome_2_R	GCF_000871845.1_ViralProj20183_genomic	5059	5085
Fragment_A_R	GCF_000862125.1_ViralProj15306_genomic	6686	6710
Fragment_A_R	GCF_000865065.1_ViralProj15599_genomic	6687	6711
Fragment_A_R	GCF_000866625.1_ViralProj15598_genomic	6680	6704
Fragment_A_R	GCF_000871845.1_ViralProj20183_genomic	6685	6709
Fragment_B_F	GCF_000862125.1_ViralProj15306_genomic	4164	4188
Fragment_B_F	GCF_000866625.1_ViralProj15598_genomic	4158	4182
Fragment_B_F	GCF_000871845.1_ViralProj20183_genomic	4166	4190
P1_F	GCF_000862125.1_ViralProj15306_genomic	1	20
P1_F	GCF_000865065.1_ViralProj15599_genomic	1	20
P1_F	GCF_000866625.1_ViralProj15598_genomic	1	20
P1_F	GCF_000871845.1_ViralProj20183_genomic	1	20
P1_R	GCF_000862125.1_ViralProj15306_genomic	9860	9880
P1_R	GCF_000865065.1_ViralProj15599_genomic	5953	5973
P1_R	GCF_000866625.1_ViralProj15598_genomic	580	600
P1_R	GCF_000871845.1_ViralProj20183_genomic	1516	1536
P2_F	GCF_000862125.1_ViralProj15306_genomic	6382	6401
P2_F	GCF_000865065.1_ViralProj15599_genomic	4246	4265
P2_F	GCF_000866625.1_ViralProj15598_genomic	348	367
P2_F	GCF_000871845.1_ViralProj20183_genomic	1972	1991
P2_R	GCF_000862125.1_ViralProj15306_genomic	357	376
P2_R	GCF_000865065.1_ViralProj15599_genomic	2129	2148
P2_R	GCF_000866625.1_ViralProj15598_genomic	357	376
P2_R	GCF_000871845.1_ViralProj20183_genomic	2127	2146
P3_F	GCF_000862125.1_ViralProj15306_genomic	10023	10043
P3_F	GCF_000865065.1_ViralProj15599_genomic	10018	10038
P3_F	GCF_000866625.1_ViralProj15598_genomic	2195	2215
P3_F	GCF_000871845.1_ViralProj20183_genomic	5036	5056
P3_R	GCF_000862125.1_ViralProj15306_genomic	5129	5148
P3_R	GCF_000865065.1_ViralProj15599_genomic	5130	5149
P3_R	GCF_000866625.1_ViralProj15598_genomic	5123	5142
P3_R	GCF_000871845.1_ViralProj20183_genomic	5128	5147
P4_F	GCF_000862125.1_ViralProj15306_genomic	3590	3609
P4_F	GCF_000865065.1_ViralProj15599_genomic	6366	6385
P4_F	GCF_000866625.1_ViralProj15598_genomic	10454	10473
P4_F	GCF_000871845.1_ViralProj20183_genomic	8034	8053
P4_R	GCF_000862125.1_ViralProj15306_genomic	8679	8700
P4_R	GCF_000865065.1_ViralProj15599_genomic	1904	1925
P4_R	GCF_000866625.1_ViralProj15598_genomic	9450	9471
P4_R	GCF_000871845.1_ViralProj20183_genomic	8160	8181
P5_F	GCF_000862125.1_ViralProj15306_genomic	9977	9995
P5_F	GCF_000865065.1_ViralProj15599_genomic	9972	9990
P5_F	GCF_000866625.1_ViralProj15598_genomic	9971	9989
P5_F	GCF_000871845.1_ViralProj20183_genomic	9976	9994
P5_R	GCF_000862125.1_ViralProj15306_genomic	10205	10226
P5_R	GCF_000865065.1_ViralProj15599_genomic	10200	10221
P5_R	GCF_000866625.1_ViralProj15598_genomic	10199	10220
P5_R	GCF_000871845.1_ViralProj20183_genomic	10204	10225
P6_F	GCF_000862125.1_ViralProj15306_genomic	5021	5040
P6_F	GCF_000865065.1_ViralProj15599_genomic	10489	10508
P6_F	GCF_000866625.1_ViralProj15598_genomic	6139	6158
P6_F	GCF_000871845.1_ViralProj20183_genomic	10562	10581
DEN1_CC_A_F	GCF_000862125.1_ViralProj15306_genomic	13	37
DEN1_CC_A_F	GCF_000865065.1_ViralProj15599_genomic	13	37
DEN1_CC_A_F	GCF_000866625.1_ViralProj15598_genomic	13	37
DEN1_CC_A_F	GCF_000871845.1_ViralProj20183_genomic	13	37
DEN1_CC_1_R	GCF_000862125.1_ViralProj15306_genomic	1657	1682
DEN1_CC_1_R	GCF_000865065.1_ViralProj15599_genomic	1661	1686
DEN1_CC_1_R	GCF_000866625.1_ViralProj15598_genomic	1651	1676
DEN1_CC_1_R	GCF_000871845.1_ViralProj20183_genomic	1659	1684
DEN1_CC_1_F	GCF_000862125.1_ViralProj15306_genomic	1010	1032
DEN1_CC_1_F	GCF_000865065.1_ViralProj15599_genomic	1014	1036
DEN1_CC_1_F	GCF_000866625.1_ViralProj15598_genomic	1010	1032
DEN1_CC_1_F	GCF_000871845.1_ViralProj20183_genomic	1012	1034
DEN1_CC_B_R	GCF_000862125.1_ViralProj15306_genomic	2539	2563
DEN1_CC_B_R	GCF_000866625.1_ViralProj15598_genomic	2533	2557
DEN1_CC_B_R	GCF_000871845.1_ViralProj20183_genomic	472	496
DENV1-LAB-5F-CC_F	GCF_000862125.1_ViralProj15306_genomic	2188	2211
DENV1-LAB-5F-CC_F	GCF_000865065.1_ViralProj15599_genomic	2192	2215
DENV1-LAB-5F-CC_F	GCF_000866625.1_ViralProj15598_genomic	2182	2205
DENV1-LAB-5F-CC_F	GCF_000871845.1_ViralProj20183_genomic	2190	2213
DEN1_CC_2_R	GCF_000862125.1_ViralProj15306_genomic	3558	3583
DEN1_CC_2_F	GCF_000862125.1_ViralProj15306_genomic	2929	2953
