Forward_Primer	Reverse_Primer	Combination_Name	Reference	Amplicon_Length	Round_Type
Den4_F5299_F	D2_R	Den4_F5299_F_D2_R	GCF_000862125.1_ViralProj15306_genomic	331	first
Den4_F5299_F	DENV1_19_RIGHT_R	Den4_F5299_F_DENV1_19_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	424	first
Den4_F5299_F	DENV3_18_RIGHT_R	Den4_F5299_F_DENV3_18_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	248	first
Den4_F5299_F	D4_R	Den4_F5299_F_D4_R	GCF_000862125.1_ViralProj15306_genomic	332	first
Den4_F5299_F	DENV2_18_R	Den4_F5299_F_DENV2_18_R	GCF_000862125.1_ViralProj15306_genomic	253	first
Den4_F5299_F	Den2_R2876_R	Den4_F5299_F_Den2_R2876_R	GCF_000862125.1_ViralProj15306_genomic	239	first
Den4_F5299_F	Den3_R5517_R	Den4_F5299_F_Den3_R5517_R	GCF_000862125.1_ViralProj15306_genomic	204	first
Den4_F5299_F	NS3-1-O_R	Den4_F5299_F_NS3-1-O_R	GCF_000862125.1_ViralProj15306_genomic	256	first
Den4_F5299_F	DENV1_16_RIGHT_R	Den4_F5299_F_DENV1_16_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	250	first
Den4_F5299_F	DENV1_19_RIGHT_R	Den4_F5299_F_DENV1_19_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	424	first
Den4_F5299_F	DENV2_20_RIGHT_R	Den4_F5299_F_DENV2_20_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	418	first
Den4_F5299_F	DENV2_34_RIGHT_R	Den4_F5299_F_DENV2_34_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	324	first
Den4_F5299_F	DENV4_18_RIGHT_R	Den4_F5299_F_DENV4_18_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	420	first
Den4_F5299_F	D1_R	Den4_F5299_F_D1_R	GCF_000865065.1_ViralProj15599_genomic	383	first
Den4_F5299_F	D4_R	Den4_F5299_F_D4_R	GCF_000865065.1_ViralProj15599_genomic	175	first
Den4_F5299_F	Den3_R5517_R	Den4_F5299_F_Den3_R5517_R	GCF_000865065.1_ViralProj15599_genomic	204	first
Den4_F5299_F	Den4_R5525_R	Den4_F5299_F_Den4_R5525_R	GCF_000865065.1_ViralProj15599_genomic	204	first
Den4_F5299_F	RSS4_R	Den4_F5299_F_RSS4_R	GCF_000865065.1_ViralProj15599_genomic	418	first
Den4_F5299_F	DENV1_10_RIGHT_R	Den4_F5299_F_DENV1_10_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	463	first
Den4_F5299_F	DENV1_19_RIGHT_R	Den4_F5299_F_DENV1_19_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	424	first
Den4_F5299_F	DENV2_20_RIGHT_R	Den4_F5299_F_DENV2_20_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	418	first
Den4_F5299_F	DENV3_18_RIGHT_R	Den4_F5299_F_DENV3_18_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	248	first
Den4_F5299_F	DENV4_18_RIGHT_R	Den4_F5299_F_DENV4_18_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	420	first
Den4_F5299_F	DENV2_18_R	Den4_F5299_F_DENV2_18_R	GCF_000866625.1_ViralProj15598_genomic	253	first
Den4_F5299_F	Den3_R5517_R	Den4_F5299_F_Den3_R5517_R	GCF_000866625.1_ViralProj15598_genomic	204	first
Den4_F5299_F	Den4_R5525_R	Den4_F5299_F_Den4_R5525_R	GCF_000866625.1_ViralProj15598_genomic	204	first
Den4_F5299_F	NS3-1-O_R	Den4_F5299_F_NS3-1-O_R	GCF_000866625.1_ViralProj15598_genomic	256	first
Den4_F5299_F	DENV2qPCR_R	Den4_F5299_F_DENV2qPCR_R	GCF_000866625.1_ViralProj15598_genomic	229	first
Den4_F5299_F	TM_R	Den4_F5299_F_TM_R	GCF_000866625.1_ViralProj15598_genomic	216	first
Den4_F5299_F	d1E209HAA2_R	Den4_F5299_F_d1E209HAA2_R	GCF_000866625.1_ViralProj15598_genomic	252	first
Den4_F5299_F	DENV1_19_RIGHT_R	Den4_F5299_F_DENV1_19_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	424	first
Den4_F5299_F	DENV1_22_RIGHT_R	Den4_F5299_F_DENV1_22_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	171	first
Den4_F5299_F	DENV1_27_RIGHT_R	Den4_F5299_F_DENV1_27_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	198	first
Den4_F5299_F	DENV2_20_RIGHT_R	Den4_F5299_F_DENV2_20_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	418	first
Den4_F5299_F	DENV3_18_RIGHT_R	Den4_F5299_F_DENV3_18_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	248	first
Den4_F5299_F	DENV4_6_RIGHT_R	Den4_F5299_F_DENV4_6_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	390	first
Den4_F5299_F	DENV4_18_RIGHT_R	Den4_F5299_F_DENV4_18_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	420	first
Den4_F5299_F	DENV2_18_R	Den4_F5299_F_DENV2_18_R	GCF_000871845.1_ViralProj20183_genomic	253	first
Den4_F5299_F	Den3_R5517_R	Den4_F5299_F_Den3_R5517_R	GCF_000871845.1_ViralProj20183_genomic	204	first
Den4_F5299_F	Den4_R5525_R	Den4_F5299_F_Den4_R5525_R	GCF_000871845.1_ViralProj20183_genomic	204	first
Den4_F5299_F	NS3-1-O_R	Den4_F5299_F_NS3-1-O_R	GCF_000871845.1_ViralProj20183_genomic	256	first
Den4_F5299_F	NS3-1-I_R	Den4_F5299_F_NS3-1-I_R	GCF_000871845.1_ViralProj20183_genomic	187	first
Den4_F5299_F	D1C_R	Den4_F5299_F_D1C_R	GCF_000871845.1_ViralProj20183_genomic	406	first
Den4_F5299_F	DENV-1_R	Den4_F5299_F_DENV-1_R	GCF_000871845.1_ViralProj20183_genomic	412	first
Den4_F5299_F	DEN-1_R	Den4_F5299_F_DEN-1_R	GCF_000871845.1_ViralProj20183_genomic	176	first
Den4_F5299_F	TS1_R	Den4_F5299_F_TS1_R	GCF_000871845.1_ViralProj20183_genomic	177	first
Den4_F7950_F	DENV1_6_RIGHT_R	Den4_F7950_F_DENV1_6_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	412	first
Den4_F7950_F	DENV1_20_RIGHT_R	Den4_F7950_F_DENV1_20_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	474	first
Den4_F7950_F	DENV1_21_RIGHT_R	Den4_F7950_F_DENV1_21_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	381	first
Den4_F7950_F	DENV2_4_RIGHT_R	Den4_F7950_F_DENV2_4_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	198	first
Den4_F7950_F	DENV2_29_RIGHT_R	Den4_F7950_F_DENV2_29_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	253	first
Den4_F7950_F	DENV3_27_RIGHT_R	Den4_F7950_F_DENV3_27_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	416	first
Den4_F7950_F	DENV4_27_RIGHT_R	Den4_F7950_F_DENV4_27_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	434	first
Den4_F7950_F	D3_R	Den4_F7950_F_D3_R	GCF_000865065.1_ViralProj15599_genomic	392	first
Den4_F7950_F	Den2-2444_R	Den4_F7950_F_Den2-2444_R	GCF_000865065.1_ViralProj15599_genomic	214	first
Den4_F7950_F	Den3-2539_R	Den4_F7950_F_Den3-2539_R	GCF_000865065.1_ViralProj15599_genomic	452	first
Den4_F7950_F	CLTC_R	Den4_F7950_F_CLTC_R	GCF_000865065.1_ViralProj15599_genomic	399	first
Den4_F7950_F	DENV2qPCR_R	Den4_F7950_F_DENV2qPCR_R	GCF_000865065.1_ViralProj15599_genomic	355	first
Den4_F7950_F	D2R2099_R	Den4_F7950_F_D2R2099_R	GCF_000865065.1_ViralProj15599_genomic	189	first
Den4_F7950_F	DoaSSMfPSaGoDV_6_R	Den4_F7950_F_DoaSSMfPSaGoDV_6_R	GCF_000865065.1_ViralProj15599_genomic	218	first
Den4_F7950_F	DatodvboRhma_2_R	Den4_F7950_F_DatodvboRhma_2_R	GCF_000865065.1_ViralProj15599_genomic	334	first
Den4_F7950_F	DENV1_28_RIGHT_R	Den4_F7950_F_DENV1_28_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	428	first
Den4_F7950_F	DENV2_29_RIGHT_R	Den4_F7950_F_DENV2_29_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	253	first
Den4_F7950_F	DENV4_7_RIGHT_R	Den4_F7950_F_DENV4_7_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	212	first
Den4_F7950_F	DENV2qPCR_R	Den4_F7950_F_DENV2qPCR_R	GCF_000871845.1_ViralProj20183_genomic	355	first
Den4_F7950_F	P4_R	Den4_F7950_F_P4_R	GCF_000871845.1_ViralProj20183_genomic	204	first
NS3-1-O_F	D2_R	NS3-1-O_F_D2_R	GCF_000862125.1_ViralProj15306_genomic	235	first
NS3-1-O_F	DENV1_2_RIGHT_R	NS3-1-O_F_DENV1_2_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	388	first
NS3-1-O_F	DENV2_2_RIGHT_R	NS3-1-O_F_DENV2_2_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	373	first
NS3-1-O_F	DENV3_2_RIGHT_R	NS3-1-O_F_DENV3_2_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	311	first
NS3-1-O_F	DENV4_2_RIGHT_R	NS3-1-O_F_DENV4_2_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	424	first
NS3-1-O_F	D3_R	NS3-1-O_F_D3_R	GCF_000862125.1_ViralProj15306_genomic	409	first
NS3-1-O_F	D4_R	NS3-1-O_F_D4_R	GCF_000862125.1_ViralProj15306_genomic	392	first
NS3-1-O_F	DencomR2_R	NS3-1-O_F_DencomR2_R	GCF_000862125.1_ViralProj15306_genomic	386	first
NS3-1-O_F	DENV-3_R	NS3-1-O_F_DENV-3_R	GCF_000862125.1_ViralProj15306_genomic	467	first
NS3-1-O_F	DEN-1_R	NS3-1-O_F_DEN-1_R	GCF_000862125.1_ViralProj15306_genomic	215	first
NS3-1-O_F	TS1.2013TH_R	NS3-1-O_F_TS1.2013TH_R	GCF_000862125.1_ViralProj15306_genomic	217	first
NS3-1-O_F	8_R	NS3-1-O_F_8_R	GCF_000862125.1_ViralProj15306_genomic	232	first
NS3-1-O_F	NS2A-minus_R	NS3-1-O_F_NS2A-minus_R	GCF_000862125.1_ViralProj15306_genomic	169	first
NS3-1-O_F	7_R	NS3-1-O_F_7_R	GCF_000862125.1_ViralProj15306_genomic	306	first
NS3-1-O_F	TS1_R	NS3-1-O_F_TS1_R	GCF_000862125.1_ViralProj15306_genomic	216	first
NS3-1-O_F	DENV2_12_RIGHT_R	NS3-1-O_F_DENV2_12_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	389	first
NS3-1-O_F	DENV2_17_RIGHT_R	NS3-1-O_F_DENV2_17_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	389	first
NS3-1-O_F	DENV3_5_RIGHT_R	NS3-1-O_F_DENV3_5_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	227	first
NS3-1-O_F	DENV3_15_RIGHT_R	NS3-1-O_F_DENV3_15_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	180	first
NS3-1-O_F	DENV3_16_RIGHT_R	NS3-1-O_F_DENV3_16_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	495	first
NS3-1-O_F	DENV4_15_RIGHT_R	NS3-1-O_F_DENV4_15_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	315	first
NS3-1-O_F	DEN2_CC_5_R	NS3-1-O_F_DEN2_CC_5_R	GCF_000865065.1_ViralProj15599_genomic	483	first
NS3-1-O_F	D3C_R	NS3-1-O_F_D3C_R	GCF_000865065.1_ViralProj15599_genomic	248	first
NS3-1-O_F	Primer_H_R	NS3-1-O_F_Primer_H_R	GCF_000865065.1_ViralProj15599_genomic	355	first
NS3-1-O_F	DEN1_reverse_R	NS3-1-O_F_DEN1_reverse_R	GCF_000865065.1_ViralProj15599_genomic	371	first
NS3-1-O_F	DENV1_5_RIGHT_R	NS3-1-O_F_DENV1_5_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	388	first
NS3-1-O_F	DENV2_5_RIGHT_R	NS3-1-O_F_DENV2_5_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	255	first
NS3-1-O_F	DENV3_5_RIGHT_R	NS3-1-O_F_DENV3_5_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	314	first
NS3-1-O_F	Den3-1752_R	NS3-1-O_F_Den3-1752_R	GCF_000866625.1_ViralProj15598_genomic	447	first
NS3-1-O_F	DENV4_RN_R2_R	NS3-1-O_F_DENV4_RN_R2_R	GCF_000866625.1_ViralProj15598_genomic	353	first
NS3-1-O_F	DNM2_R	NS3-1-O_F_DNM2_R	GCF_000866625.1_ViralProj15598_genomic	321	first
NS3-1-O_F	P2_R	NS3-1-O_F_P2_R	GCF_000866625.1_ViralProj15598_genomic	383	first
NS3-1-O_F	DEN3_CC_1_R	NS3-1-O_F_DEN3_CC_1_R	GCF_000866625.1_ViralProj15598_genomic	217	first
NS3-1-O_F	D3R1758_R	NS3-1-O_F_D3R1758_R	GCF_000866625.1_ViralProj15598_genomic	434	first
NS3-1-O_F	DEN-2_R	NS3-1-O_F_DEN-2_R	GCF_000866625.1_ViralProj15598_genomic	218	first
NS3-1-O_F	RSS7_R	NS3-1-O_F_RSS7_R	GCF_000866625.1_ViralProj15598_genomic	462	first
NS3-1-O_F	Env_R	NS3-1-O_F_Env_R	GCF_000866625.1_ViralProj15598_genomic	410	first
NS3-1-O_F	1537-1557_R	NS3-1-O_F_1537-1557_R	GCF_000866625.1_ViralProj15598_genomic	253	first
NS3-1-O_F	DENV2_17_RIGHT_R	NS3-1-O_F_DENV2_17_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	389	first
NS3-1-O_F	DENV3_14_RIGHT_R	NS3-1-O_F_DENV3_14_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	252	first
NS3-1-O_F	DENV3_15_RIGHT_R	NS3-1-O_F_DENV3_15_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	180	first
NS3-1-O_F	DENV4_27_RIGHT_R	NS3-1-O_F_DENV4_27_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	296	first
NS3-1-O_F	Gsaodv1iiKWF_2_R	NS3-1-O_F_Gsaodv1iiKWF_2_R	GCF_000871845.1_ViralProj20183_genomic	262	first
NS3-1-O_F	D3C_R	NS3-1-O_F_D3C_R	GCF_000871845.1_ViralProj20183_genomic	327	first
NS3-1-O_F	D1R1653_R	NS3-1-O_F_D1R1653_R	GCF_000871845.1_ViralProj20183_genomic	387	first
NS3-1-O_F	DEN1_reverse_R	NS3-1-O_F_DEN1_reverse_R	GCF_000871845.1_ViralProj20183_genomic	193	first
NS3-1-I_F	DENV1_16_RIGHT_R	NS3-1-I_F_DENV1_16_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	156	first
NS3-1-I_F	DENV1_17_RIGHT_R	NS3-1-I_F_DENV1_17_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	464	first
NS3-1-I_F	DENV3_16_RIGHT_R	NS3-1-I_F_DENV3_16_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	321	first
NS3-1-I_F	DENV4_16_RIGHT_R	NS3-1-I_F_DENV4_16_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	464	first
NS3-1-I_F	DENV1_18_R	NS3-1-I_F_DENV1_18_R	GCF_000862125.1_ViralProj15306_genomic	395	first
NS3-1-I_F	DEN4_CC_D_R	NS3-1-I_F_DEN4_CC_D_R	GCF_000862125.1_ViralProj15306_genomic	332	first
NS3-1-I_F	D2R2099_R	NS3-1-I_F_D2R2099_R	GCF_000862125.1_ViralProj15306_genomic	287	first
NS3-1-I_F	matK-1326_R	NS3-1-I_F_matK-1326_R	GCF_000862125.1_ViralProj15306_genomic	243	first
NS3-1-I_F	1G5P30_R	NS3-1-I_F_1G5P30_R	GCF_000865065.1_ViralProj15599_genomic	282	first
NS3-1-I_F	DENV1_34_RIGHT_R	NS3-1-I_F_DENV1_34_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	167	first
NS3-1-I_F	DENV1_35_RIGHT_R	NS3-1-I_F_DENV1_35_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	376	first
NS3-1-I_F	DENV2_30_RIGHT_R	NS3-1-I_F_DENV2_30_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	167	first
NS3-1-I_F	DENV2_37_RIGHT_R	NS3-1-I_F_DENV2_37_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	430	first
NS3-1-I_F	DENV3_33_RIGHT_R	NS3-1-I_F_DENV3_33_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	160	first
NS3-1-I_F	DENV3_34_RIGHT_R	NS3-1-I_F_DENV3_34_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	390	first
NS3-1-I_F	DENV4_34_RIGHT_R	NS3-1-I_F_DENV4_34_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	371	first
NS3-1-I_F	DENV4_SP4_R	NS3-1-I_F_DENV4_SP4_R	GCF_000865065.1_ViralProj15599_genomic	280	first
NS3-1-I_F	DENV3_32_R	NS3-1-I_F_DENV3_32_R	GCF_000865065.1_ViralProj15599_genomic	429	first
NS3-1-I_F	Smnfgsodv_7_R	NS3-1-I_F_Smnfgsodv_7_R	GCF_000865065.1_ViralProj15599_genomic	376	first
NS3-1-I_F	NS3-2-I_R	NS3-1-I_F_NS3-2-I_R	GCF_000865065.1_ViralProj15599_genomic	249	first
NS3-1-I_F	Den_R2_R	NS3-1-I_F_Den_R2_R	GCF_000865065.1_ViralProj15599_genomic	500	first
NS3-1-I_F	Den_R	NS3-1-I_F_Den_R	GCF_000865065.1_ViralProj15599_genomic	464	first
NS3-1-I_F	P5_R	NS3-1-I_F_P5_R	GCF_000865065.1_ViralProj15599_genomic	157	first
NS3-1-I_F	DEN-1_R	NS3-1-I_F_DEN-1_R	GCF_000865065.1_ViralProj15599_genomic	393	first
NS3-1-I_F	QSP-D3L_R	NS3-1-I_F_QSP-D3L_R	GCF_000865065.1_ViralProj15599_genomic	487	first
NS3-1-I_F	QSP-D4L_R	NS3-1-I_F_QSP-D4L_R	GCF_000865065.1_ViralProj15599_genomic	488	first
NS3-1-I_F	CDC10564_R	NS3-1-I_F_CDC10564_R	GCF_000865065.1_ViralProj15599_genomic	463	first
NS3-1-I_F	TS1_R	NS3-1-I_F_TS1_R	GCF_000865065.1_ViralProj15599_genomic	394	first
NS3-1-I_F	DENV1_17_RIGHT_R	NS3-1-I_F_DENV1_17_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	464	first
NS3-1-I_F	DENV2_12_RIGHT_R	NS3-1-I_F_DENV2_12_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	424	first
NS3-1-I_F	DENV3_16_RIGHT_R	NS3-1-I_F_DENV3_16_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	321	first
NS3-1-I_F	DENV4_16_RIGHT_R	NS3-1-I_F_DENV4_16_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	464	first
NS3-1-I_F	DEN4_CC_D_R	NS3-1-I_F_DEN4_CC_D_R	GCF_000866625.1_ViralProj15598_genomic	332	first
NS3-1-I_F	Cebeof_3_R	NS3-1-I_F_Cebeof_3_R	GCF_000866625.1_ViralProj15598_genomic	288	first
NS3-1-I_F	nDEN1_(−)_R	NS3-1-I_F_nDEN1_(−)_R	GCF_000866625.1_ViralProj15598_genomic	151	first
NS3-1-I_F	DEN2-2420_R	NS3-1-I_F_DEN2-2420_R	GCF_000866625.1_ViralProj15598_genomic	381	first
NS3-1-I_F	DENV2_17_RIGHT_R	NS3-1-I_F_DENV2_17_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	326	first
NS3-1-I_F	DENV3_14_RIGHT_R	NS3-1-I_F_DENV3_14_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	189	first
NS3-1-I_F	DENV4_27_RIGHT_R	NS3-1-I_F_DENV4_27_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	233	first
NS3-1-I_F	Gsaodv1iiKWF_2_R	NS3-1-I_F_Gsaodv1iiKWF_2_R	GCF_000871845.1_ViralProj20183_genomic	199	first
NS3-1-I_F	DEN4_CC_D_R	NS3-1-I_F_DEN4_CC_D_R	GCF_000871845.1_ViralProj20183_genomic	443	first
NS3-1-I_F	D3C_R	NS3-1-I_F_D3C_R	GCF_000871845.1_ViralProj20183_genomic	264	first
NS3-1-I_F	D1R1653_R	NS3-1-I_F_D1R1653_R	GCF_000871845.1_ViralProj20183_genomic	324	first
NS3-1-I_F	trnH2_R	NS3-1-I_F_trnH2_R	GCF_000871845.1_ViralProj20183_genomic	195	first
NS3-1-I_F	TS3_R	NS3-1-I_F_TS3_R	GCF_000871845.1_ViralProj20183_genomic	449	first
NS3-1-SEQ_F	DENV1_20_RIGHT_R	NS3-1-SEQ_F_DENV1_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	198	first
NS3-1-SEQ_F	DENV2_22_RIGHT_R	NS3-1-SEQ_F_DENV2_22_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	432	first
NS3-1-SEQ_F	DENV2_27_RIGHT_R	NS3-1-SEQ_F_DENV2_27_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	496	first
NS3-1-SEQ_F	DENV3_20_RIGHT_R	NS3-1-SEQ_F_DENV3_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	333	first
NS3-1-SEQ_F	DENV4_19_RIGHT_R	NS3-1-SEQ_F_DENV4_19_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	192	first
NS3-1-SEQ_F	DENV4_20_RIGHT_R	NS3-1-SEQ_F_DENV4_20_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	495	first
NS3-1-SEQ_F	DENV2_SP5_R	NS3-1-SEQ_F_DENV2_SP5_R	GCF_000862125.1_ViralProj15306_genomic	382	first
NS3-1-SEQ_F	DEN1_CC_3_R	NS3-1-SEQ_F_DEN1_CC_3_R	GCF_000862125.1_ViralProj15306_genomic	407	first
NS3-1-SEQ_F	DEN3_CC_4_R	NS3-1-SEQ_F_DEN3_CC_4_R	GCF_000862125.1_ViralProj15306_genomic	485	first
NS3-1-SEQ_F	RSS24_R	NS3-1-SEQ_F_RSS24_R	GCF_000862125.1_ViralProj15306_genomic	278	first
NS3-1-SEQ_F	DENV2C_R	NS3-1-SEQ_F_DENV2C_R	GCF_000862125.1_ViralProj15306_genomic	295	first
NS3-1-SEQ_F	DENV2_11_RIGHT_R	NS3-1-SEQ_F_DENV2_11_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	197	first
NS3-1-SEQ_F	DENV3_11_RIGHT_R	NS3-1-SEQ_F_DENV3_11_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	406	first
NS3-1-SEQ_F	DENV3_18_RIGHT_R	NS3-1-SEQ_F_DENV3_18_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	184	first
NS3-1-SEQ_F	DENV4_10_RIGHT_R	NS3-1-SEQ_F_DENV4_10_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	188	first
NS3-1-SEQ_F	DENV4_11_RIGHT_R	NS3-1-SEQ_F_DENV4_11_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	500	first
NS3-1-SEQ_F	REV644-665_R	NS3-1-SEQ_F_REV644-665_R	GCF_000865065.1_ViralProj15599_genomic	247	first
NS3-1-SEQ_F	DNM2_R	NS3-1-SEQ_F_DNM2_R	GCF_000865065.1_ViralProj15599_genomic	152	first
NS3-1-SEQ_F	DEN2_CC_2_R	NS3-1-SEQ_F_DEN2_CC_2_R	GCF_000865065.1_ViralProj15599_genomic	164	first
NS3-1-SEQ_F	DEN-3_Reverse_R	NS3-1-SEQ_F_DEN-3_Reverse_R	GCF_000865065.1_ViralProj15599_genomic	311	first
NS3-1-SEQ_F	NS2A-minus_R	NS3-1-SEQ_F_NS2A-minus_R	GCF_000865065.1_ViralProj15599_genomic	291	first
NS3-1-SEQ_F	DENV1_17_RIGHT_R	NS3-1-SEQ_F_DENV1_17_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	283	first
NS3-1-SEQ_F	DENV2_12_RIGHT_R	NS3-1-SEQ_F_DENV2_12_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	243	first
NS3-1-SEQ_F	DENV2_18_RIGHT_R	NS3-1-SEQ_F_DENV2_18_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	334	first
NS3-1-SEQ_F	DENV3_17_RIGHT_R	NS3-1-SEQ_F_DENV3_17_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	454	first
NS3-1-SEQ_F	DENV4_16_RIGHT_R	NS3-1-SEQ_F_DENV4_16_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	283	first
NS3-1-SEQ_F	D4_R	NS3-1-SEQ_F_D4_R	GCF_000866625.1_ViralProj15598_genomic	426	first
NS3-1-SEQ_F	DENV2_RN_R1_R	NS3-1-SEQ_F_DENV2_RN_R1_R	GCF_000866625.1_ViralProj15598_genomic	390	first
NS3-1-SEQ_F	P3_R	NS3-1-SEQ_F_P3_R	GCF_000866625.1_ViralProj15598_genomic	325	first
NS3-1-SEQ_F	DEN2_CC_3_R	NS3-1-SEQ_F_DEN2_CC_3_R	GCF_000866625.1_ViralProj15598_genomic	327	first
NS3-1-SEQ_F	DEN3_CC_3_R	NS3-1-SEQ_F_DEN3_CC_3_R	GCF_000866625.1_ViralProj15598_genomic	403	first
NS3-1-SEQ_F	DEN4_CC_D_R	NS3-1-SEQ_F_DEN4_CC_D_R	GCF_000866625.1_ViralProj15598_genomic	151	first
NS3-1-SEQ_F	D4-C_R	NS3-1-SEQ_F_D4-C_R	GCF_000866625.1_ViralProj15598_genomic	422	first
NS3-1-SEQ_F	DSP3(-)_R	NS3-1-SEQ_F_DSP3(-)_R	GCF_000866625.1_ViralProj15598_genomic	354	first
NS3-1-SEQ_F	DEN2-2420_R	NS3-1-SEQ_F_DEN2-2420_R	GCF_000866625.1_ViralProj15598_genomic	200	first
NS3-1-SEQ_F	DEN-2_C_R	NS3-1-SEQ_F_DEN-2_C_R	GCF_000866625.1_ViralProj15598_genomic	445	first
NS3-1-SEQ_F	1_R	NS3-1-SEQ_F_1_R	GCF_000866625.1_ViralProj15598_genomic	492	first
NS3-1-SEQ_F	3_R	NS3-1-SEQ_F_3_R	GCF_000866625.1_ViralProj15598_genomic	491	first
NS3-1-SEQ_F	DENV1_17_RIGHT_R	NS3-1-SEQ_F_DENV1_17_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	280	first
NS3-1-SEQ_F	DENV2_18_RIGHT_R	NS3-1-SEQ_F_DENV2_18_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	331	first
NS3-1-SEQ_F	DENV3_17_RIGHT_R	NS3-1-SEQ_F_DENV3_17_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	451	first
NS3-1-SEQ_F	DENV4_16_RIGHT_R	NS3-1-SEQ_F_DENV4_16_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	280	first
