Amplicon_Length	Combination_Name	Forward_Primer	Reference	Reverse_Primer
51	Den4_F2498_F_d4a18_R	Den4_F2498_F	GCF_000865065.1_ViralProj15599_genomic	d4a18_R
84	Den4_F2498_F_DoaSSMfPSaGoDV_4_R	Den4_F2498_F	GCF_000865065.1_ViralProj15599_genomic	DoaSSMfPSaGoDV_4_R
29	Den4_F2498_F_DoaSSMfPSaGoDV_10_R	Den4_F2498_F	GCF_000865065.1_ViralProj15599_genomic	DoaSSMfPSaGoDV_10_R
1	Den4_F2498_F_DENV3_8_RIGHT_R	Den4_F2498_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_8_RIGHT_R
100	Den4_F2498_F_DENV4_8_RIGHT_R	Den4_F2498_F	GCF_000866625.1_ViralProj15598_genomic	DENV4_8_RIGHT_R
79	Den4_F2498_F_DENV4_29_RIGHT_R	Den4_F2498_F	GCF_000866625.1_ViralProj15598_genomic	DENV4_29_RIGHT_R
52	Den4_F2498_F_Den3-2539_R	Den4_F2498_F	GCF_000866625.1_ViralProj15598_genomic	Den3-2539_R
2	Den4_F2498_F_Den1_R2520_R	Den4_F2498_F	GCF_000866625.1_ViralProj15598_genomic	Den1_R2520_R
66	Den4_F2498_F_D3C_R	Den4_F2498_F	GCF_000866625.1_ViralProj15598_genomic	D3C_R
86	Den4_F2498_F_D1R2581_R	Den4_F2498_F	GCF_000866625.1_ViralProj15598_genomic	D1R2581_R
47	Den4_F2498_F_DENV-1_R	Den4_F2498_F	GCF_000866625.1_ViralProj15598_genomic	DENV-1_R
84	Den4_F2498_F_DoaSSMfPSaGoDV_4_R	Den4_F2498_F	GCF_000866625.1_ViralProj15598_genomic	DoaSSMfPSaGoDV_4_R
29	Den4_F2498_F_DoaSSMfPSaGoDV_10_R	Den4_F2498_F	GCF_000866625.1_ViralProj15598_genomic	DoaSSMfPSaGoDV_10_R
1	Den4_F2498_F_DENV3_8_RIGHT_R	Den4_F2498_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_8_RIGHT_R
100	Den4_F2498_F_DENV4_8_RIGHT_R	Den4_F2498_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_8_RIGHT_R
2	Den4_F2498_F_Den1_R2520_R	Den4_F2498_F	GCF_000871845.1_ViralProj20183_genomic	Den1_R2520_R
86	Den4_F2498_F_D1R2581_R	Den4_F2498_F	GCF_000871845.1_ViralProj20183_genomic	D1R2581_R
51	Den4_F2498_F_d4a18_R	Den4_F2498_F	GCF_000871845.1_ViralProj20183_genomic	d4a18_R
84	Den4_F2498_F_DoaSSMfPSaGoDV_4_R	Den4_F2498_F	GCF_000871845.1_ViralProj20183_genomic	DoaSSMfPSaGoDV_4_R
29	Den4_F2498_F_DoaSSMfPSaGoDV_10_R	Den4_F2498_F	GCF_000871845.1_ViralProj20183_genomic	DoaSSMfPSaGoDV_10_R
72	Den4_F5299_F_Den1_R5391_R	Den4_F5299_F	GCF_000862125.1_ViralProj15306_genomic	Den1_R5391_R
21	Den4_F5299_F_D2-5339_RV_R	Den4_F5299_F	GCF_000862125.1_ViralProj15306_genomic	D2-5339_RV_R
99	Den4_F5299_F_D1_R	Den4_F5299_F	GCF_000865065.1_ViralProj15599_genomic	D1_R
72	Den4_F5299_F_Den1_R5391_R	Den4_F5299_F	GCF_000865065.1_ViralProj15599_genomic	Den1_R5391_R
72	Den4_F5299_F_Den1_R5391_R	Den4_F5299_F	GCF_000866625.1_ViralProj15598_genomic	Den1_R5391_R
21	Den4_F5299_F_D2-5339_RV_R	Den4_F5299_F	GCF_000866625.1_ViralProj15598_genomic	D2-5339_RV_R
72	Den4_F5299_F_Den1_R5391_R	Den4_F5299_F	GCF_000871845.1_ViralProj20183_genomic	Den1_R5391_R
21	Den4_F5299_F_D2-5339_RV_R	Den4_F5299_F	GCF_000871845.1_ViralProj20183_genomic	D2-5339_RV_R
99	Den4_F7950_F_DENV3_26_RIGHT_R	Den4_F7950_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_26_RIGHT_R
23	Den4_F7950_F_DENV3_28_R	Den4_F7950_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_28_R
45	Den4_F7950_F_Den2_R8023_R	Den4_F7950_F	GCF_000865065.1_ViralProj15599_genomic	Den2_R8023_R
100	Den4_F7950_F_DEN-3_C_R	Den4_F7950_F	GCF_000865065.1_ViralProj15599_genomic	DEN-3_C_R
40	Den4_F7950_F_DENV3_1_RIGHT_R	Den4_F7950_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_1_RIGHT_R
45	Den4_F7950_F_DENV1_34_R	Den4_F7950_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_34_R
45	Den4_F7950_F_Den2_R8023_R	Den4_F7950_F	GCF_000871845.1_ViralProj20183_genomic	Den2_R8023_R
65	Den4_F7950_F_Den3_R8037_R	Den4_F7950_F	GCF_000871845.1_ViralProj20183_genomic	Den3_R8037_R
69	NS3-1-O_F_D2_R	NS3-1-O_F	GCF_000862125.1_ViralProj15306_genomic	D2_R
79	NS3-1-O_F_DENV1_1_RIGHT_R	NS3-1-O_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_1_RIGHT_R
79	NS3-1-O_F_DENV2_1_RIGHT_R	NS3-1-O_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_1_RIGHT_R
93	NS3-1-O_F_DEN4_reverse_R	NS3-1-O_F	GCF_000862125.1_ViralProj15306_genomic	DEN4_reverse_R
13	NS3-1-O_F_DENV3_4_RIGHT_R	NS3-1-O_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_4_RIGHT_R
16	NS3-1-O_F_D3R1340_R	NS3-1-O_F	GCF_000866625.1_ViralProj15598_genomic	D3R1340_R
35	NS3-1-O_F_DENV1_9_RIGHT_R	NS3-1-O_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_9_RIGHT_R
19	NS3-1-O_F_DENV3_19_RIGHT_R	NS3-1-O_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_19_RIGHT_R
17	NS3-1-I_F_DENV3_14_RIGHT_R	NS3-1-I_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_14_RIGHT_R
52	NS3-1-I_F_DodvRipaposdibutTaas_2_R	NS3-1-I_F	GCF_000865065.1_ViralProj15599_genomic	DodvRipaposdibutTaas_2_R
100	NS3-1-I_F_DodvRipaposdibutTaas_4_R	NS3-1-I_F	GCF_000865065.1_ViralProj15599_genomic	DodvRipaposdibutTaas_4_R
12	NS3-1-I_F_DENV-2_R	NS3-1-I_F	GCF_000865065.1_ViralProj15599_genomic	DENV-2_R
12	NS3-1-I_F_Actin_R	NS3-1-I_F	GCF_000865065.1_ViralProj15599_genomic	Actin_R
52	NS3-1-I_F_Pohggtaitpbopwadhf_2_R	NS3-1-I_F	GCF_000865065.1_ViralProj15599_genomic	Pohggtaitpbopwadhf_2_R
76	NS3-1-I_F_Pohggtaitpbopwadhf_6_R	NS3-1-I_F	GCF_000865065.1_ViralProj15599_genomic	Pohggtaitpbopwadhf_6_R
6	NS3-1-I_F_DENV3_15_RIGHT_R	NS3-1-I_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_15_RIGHT_R
69	NS3-1-I_F_DENV4_27_RIGHT_R	NS3-1-I_F	GCF_000866625.1_ViralProj15598_genomic	DENV4_27_RIGHT_R
17	NS3-1-I_F_NS3-2-I_R	NS3-1-I_F	GCF_000866625.1_ViralProj15598_genomic	NS3-2-I_R
19	NS3-1-I_F_DEN1_reverse_R	NS3-1-I_F	GCF_000866625.1_ViralProj15598_genomic	DEN1_reverse_R
56	NS3-1-SEQ_F_DENV2_36_RIGHT_R	NS3-1-SEQ_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_36_RIGHT_R
26	NS3-1-SEQ_F_DENV3_19_RIGHT_R	NS3-1-SEQ_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_19_RIGHT_R
75	NS3-1-SEQ_F_DENV2_27_RIGHT_R	NS3-1-SEQ_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_27_RIGHT_R
91	NS3-1-SEQ_F_DENV3_10_RIGHT_R	NS3-1-SEQ_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_10_RIGHT_R
34	NS3-1-SEQ_F_DENV2_17_RIGHT_R	NS3-1-SEQ_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_17_RIGHT_R
32	NS3-1-SEQ_F_D1R1653_R	NS3-1-SEQ_F	GCF_000871845.1_ViralProj20183_genomic	D1R1653_R
14	NS3-2-O_F_DENV1_18_RIGHT_R	NS3-2-O_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_18_RIGHT_R
59	NS3-2-O_F_8_R	NS3-2-O_F	GCF_000862125.1_ViralProj15306_genomic	8_R
88	NS3-2-O_F_DENV3_8_RIGHT_R	NS3-2-O_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_8_RIGHT_R
14	NS3-2-O_F_DENV4_RN_R1_R	NS3-2-O_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_RN_R1_R
91	NS3-2-O_F_RPL27_R	NS3-2-O_F	GCF_000865065.1_ViralProj15599_genomic	RPL27_R
89	NS3-2-O_F_Den1_R2520_R	NS3-2-O_F	GCF_000865065.1_ViralProj15599_genomic	Den1_R2520_R
49	NS3-2-O_F_RSS12_R	NS3-2-O_F	GCF_000865065.1_ViralProj15599_genomic	RSS12_R
90	NS3-2-O_F_D2R2516_R	NS3-2-O_F	GCF_000865065.1_ViralProj15599_genomic	D2R2516_R
83	NS3-2-O_F_DEN1-2472_R	NS3-2-O_F	GCF_000865065.1_ViralProj15599_genomic	DEN1-2472_R
47	NS3-2-O_F_DEN4-2454_R	NS3-2-O_F	GCF_000865065.1_ViralProj15599_genomic	DEN4-2454_R
14	NS3-2-O_F_DENV1_18_RIGHT_R	NS3-2-O_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_18_RIGHT_R
14	NS3-2-O_F_DENV4_17_RIGHT_R	NS3-2-O_F	GCF_000866625.1_ViralProj15598_genomic	DENV4_17_RIGHT_R
14	NS3-2-O_F_DENV1_18_RIGHT_R	NS3-2-O_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_18_RIGHT_R
83	NS3-2-O_F_DENV1_22_RIGHT_R	NS3-2-O_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_22_RIGHT_R
14	NS3-2-O_F_DENV4_17_RIGHT_R	NS3-2-O_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_17_RIGHT_R
99	NS3-2-O_F_NS3-1-I_R	NS3-2-O_F	GCF_000871845.1_ViralProj20183_genomic	NS3-1-I_R
88	NS3-2-O_F_DEN-1_R	NS3-2-O_F	GCF_000871845.1_ViralProj20183_genomic	DEN-1_R
92	NS3-2-O_F_TS1.2013TH_R	NS3-2-O_F	GCF_000871845.1_ViralProj20183_genomic	TS1.2013TH_R
59	NS3-2-O_F_8_R	NS3-2-O_F	GCF_000871845.1_ViralProj20183_genomic	8_R
89	NS3-2-O_F_TS1_R	NS3-2-O_F	GCF_000871845.1_ViralProj20183_genomic	TS1_R
86	NS3-2-I_F_D3R1340_R	NS3-2-I_F	GCF_000862125.1_ViralProj15306_genomic	D3R1340_R
45	NS3-2-I_F_DENV2_37_RIGHT_R	NS3-2-I_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_37_RIGHT_R
5	NS3-2-I_F_DENV3_34_RIGHT_R	NS3-2-I_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_34_RIGHT_R
79	NS3-2-I_F_Den_R	NS3-2-I_F	GCF_000865065.1_ViralProj15599_genomic	Den_R
8	NS3-2-I_F_DEN-1_R	NS3-2-I_F	GCF_000865065.1_ViralProj15599_genomic	DEN-1_R
9	NS3-2-I_F_TS1_R	NS3-2-I_F	GCF_000865065.1_ViralProj15599_genomic	TS1_R
5	NS3-2-I_F_DENV3_34_RIGHT_R	NS3-2-I_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_34_RIGHT_R
73	NS3-2-I_F_Den_R	NS3-2-I_F	GCF_000866625.1_ViralProj15598_genomic	Den_R
96	NS3-2-I_F_QSP-D3L_R	NS3-2-I_F	GCF_000866625.1_ViralProj15598_genomic	QSP-D3L_R
97	NS3-2-I_F_QSP-D4L_R	NS3-2-I_F	GCF_000866625.1_ViralProj15598_genomic	QSP-D4L_R
12	NS3-2-I_F_DENV1_27_RIGHT_R	NS3-2-I_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_27_RIGHT_R
62	NS3-2-I_F_DENV3_18_RIGHT_R	NS3-2-I_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_18_RIGHT_R
1	NS3-2-I_F_NS3-1-I_R	NS3-2-I_F	GCF_000871845.1_ViralProj20183_genomic	NS3-1-I_R
8	NS3-2-SEQ-I_F_DENV1_10_RIGHT_R	NS3-2-SEQ-I_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_10_RIGHT_R
100	DENV1F6.2_F_1G4P217_R	DENV1F6.2_F	GCF_000862125.1_ViralProj15306_genomic	1G4P217_R
99	DENV1F6.2_F_1G4P217_R	DENV1F6.2_F	GCF_000862125.1_ViralProj15306_genomic	1G4P217_R
38	DENV1F6.2_F_DENV3_15_RIGHT_R	DENV1F6.2_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_15_RIGHT_R
73	DENV1F6.2_F_DENV1_13_RIGHT_R	DENV1F6.2_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_13_RIGHT_R
42	DENV1F6.2_F_D-L_R	DENV1F6.2_F	GCF_000865065.1_ViralProj15599_genomic	D-L_R
24	DENV1F6.2_F_DEN-2_R	DENV1F6.2_F	GCF_000865065.1_ViralProj15599_genomic	DEN-2_R
85	DENV1F6.2_F_DENV2_21_RIGHT_R	DENV1F6.2_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_21_RIGHT_R
21	DENV1F6.2_F_DENV4_27_RIGHT_R	DENV1F6.2_F	GCF_000866625.1_ViralProj15598_genomic	DENV4_27_RIGHT_R
85	DENV1F6.2_F_DENV1_11_RIGHT_R	DENV1F6.2_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_11_RIGHT_R
72	DENV1F6.2_F_DENV2_23_RIGHT_R	DENV1F6.2_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_23_RIGHT_R
59	DENV1F6.2_F_DENV3_21_RIGHT_R	DENV1F6.2_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_21_RIGHT_R
47	DENV1F6.2_F_REV1209-1226_R	DENV1F6.2_F	GCF_000871845.1_ViralProj20183_genomic	REV1209-1226_R
57	DENV1F6.2_F_NS3-2-O_R	DENV1F6.2_F	GCF_000871845.1_ViralProj20183_genomic	NS3-2-O_R
29	DENV1F6.2_F_2_R	DENV1F6.2_F	GCF_000871845.1_ViralProj20183_genomic	2_R
7	DENV2F10_F_rbcLa_R	DENV2F10_F	GCF_000862125.1_ViralProj15306_genomic	rbcLa_R
13	DENV3F6.1_F_DENV1_28_RIGHT_R	DENV3F6.1_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_28_RIGHT_R
68	DENV3F6.1_F_DENV2_14_RIGHT_R	DENV3F6.1_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_14_RIGHT_R
31	DENV3F6.1_F_DENV3_6_RIGHT_R	DENV3F6.1_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_6_RIGHT_R
1	DENV3F6.1_F_DENV3_27_RIGHT_R	DENV3F6.1_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_27_RIGHT_R
62	DENV3F6.1_F_DENV4_12_RIGHT_R	DENV3F6.1_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_12_RIGHT_R
59	DENV3F6.1_F_DENV1_20_RIGHT_R	DENV3F6.1_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_20_RIGHT_R
1	DENV3F6.1_F_DENV3_27_RIGHT_R	DENV3F6.1_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_27_RIGHT_R
19	DENV3F6.1_F_DENV4_27_RIGHT_R	DENV3F6.1_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_27_RIGHT_R
37	DENV3F6.1_F_Den3-2539_R	DENV3F6.1_F	GCF_000865065.1_ViralProj15599_genomic	Den3-2539_R
13	DENV3F6.1_F_DENV1_28_RIGHT_R	DENV3F6.1_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_28_RIGHT_R
69	DENV3F6.1_F_DENV2_15_RIGHT_R	DENV3F6.1_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_15_RIGHT_R
1	DENV3F6.1_F_DENV3_27_RIGHT_R	DENV3F6.1_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_27_RIGHT_R
35	DENV4F3_F_1G4P217_R	DENV4F3_F	GCF_000862125.1_ViralProj15306_genomic	1G4P217_R
34	DENV4F3_F_1G4P217_R	DENV4F3_F	GCF_000862125.1_ViralProj15306_genomic	1G4P217_R
97	DENV4F3_F_DENV1_30_RIGHT_R	DENV4F3_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_30_RIGHT_R
69	DENV4F3_F_RPS29_R	DENV4F3_F	GCF_000865065.1_ViralProj15599_genomic	RPS29_R
86	DENV4F3_F_DSP2(-)_R	DENV4F3_F	GCF_000865065.1_ViralProj15599_genomic	DSP2(-)_R
97	DENV4F3_F_DENV1_30_RIGHT_R	DENV4F3_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_30_RIGHT_R
51	DENV4F3_F_DENV1_4_RIGHT_R	DENV4F3_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_4_RIGHT_R
65	DENV4F3_F_DENV1_28_RIGHT_R	DENV4F3_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_28_RIGHT_R
53	DENV4F3_F_DENV3_27_RIGHT_R	DENV4F3_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_27_RIGHT_R
11	DENV4F3_F_DENV4_5_RIGHT_R	DENV4F3_F	GCF_000866625.1_ViralProj15598_genomic	DENV4_5_RIGHT_R
84	DENV4F3_F_GRP78_R	DENV4F3_F	GCF_000871845.1_ViralProj20183_genomic	GRP78_R
97	DENV4F3_F_DENV1_30_RIGHT_R	DENV4F3_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_30_RIGHT_R
22	DV1.U_F_DEN4_CC_4_R	DV1.U_F	GCF_000862125.1_ViralProj15306_genomic	DEN4_CC_4_R
99	DV1.U_F_D1_R	DV1.U_F	GCF_000865065.1_ViralProj15599_genomic	D1_R
58	DV1.U_F_DENV2_6_R	DV1.U_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_6_R
47	DV1.U_F_DEN1_CC_1_R	DV1.U_F	GCF_000871845.1_ViralProj20183_genomic	DEN1_CC_1_R
84	DV1.U_F_d1E258GAA2_R	DV1.U_F	GCF_000871845.1_ViralProj20183_genomic	d1E258GAA2_R
12	DV2.U_F_DENV2_8_RIGHT_R	DV2.U_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_8_RIGHT_R
9	DV2.U_F_DENV4_3_RIGHT_R	DV2.U_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_3_RIGHT_R
42	DV2.U_F_DENV2_10_RIGHT_R	DV2.U_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_10_RIGHT_R
55	DV2.U_F_DENV3_R	DV2.U_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_R
58	DV2.U_F_b2_R	DV2.U_F	GCF_000865065.1_ViralProj15599_genomic	b2_R
64	DV2.U_F_Den3_R5517_R	DV2.U_F	GCF_000866625.1_ViralProj15598_genomic	Den3_R5517_R
64	DV2.U_F_Den4_R5525_R	DV2.U_F	GCF_000866625.1_ViralProj15598_genomic	Den4_R5525_R
76	DV2.U_F_TM_R	DV2.U_F	GCF_000866625.1_ViralProj15598_genomic	TM_R
74	DV2.U_F_DENV4_35_RIGHT_R	DV2.U_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_35_RIGHT_R
95	DV2.U_F_D3_R	DV2.U_F	GCF_000871845.1_ViralProj20183_genomic	D3_R
100	DV2.U_F_DENV2_36_R	DV2.U_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_36_R
71	DV2.U_F_D-R3_R	DV2.U_F	GCF_000871845.1_ViralProj20183_genomic	D-R3_R
93	DV2.U_F_DEN_RP2_R	DV2.U_F	GCF_000871845.1_ViralProj20183_genomic	DEN_RP2_R
14	DV2.U_F_QSP-D1L_R	DV2.U_F	GCF_000871845.1_ViralProj20183_genomic	QSP-D1L_R
56	DV2.U_F_QSP-D4L_R	DV2.U_F	GCF_000871845.1_ViralProj20183_genomic	QSP-D4L_R
74	DV2.U_F_QST-D3L_R	DV2.U_F	GCF_000871845.1_ViralProj20183_genomic	QST-D3L_R
30	DV2.U_F_CDC10564_R	DV2.U_F	GCF_000871845.1_ViralProj20183_genomic	CDC10564_R
90	DV2.U_F_D1–4_R	DV2.U_F	GCF_000871845.1_ViralProj20183_genomic	D1–4_R
96	DV3.U_F_D3_R	DV3.U_F	GCF_000862125.1_ViralProj15306_genomic	D3_R
29	DV3.U_F_Den_R1b_R	DV3.U_F	GCF_000862125.1_ViralProj15306_genomic	Den_R1b_R
69	DV3.U_F_Den_R2_R	DV3.U_F	GCF_000862125.1_ViralProj15306_genomic	Den_R2_R
93	DV3.U_F_Den_R2_R	DV3.U_F	GCF_000862125.1_ViralProj15306_genomic	Den_R2_R
87	DV3.U_F_Pan_R	DV3.U_F	GCF_000862125.1_ViralProj15306_genomic	Pan_R
94	DV3.U_F_DEN_RP2_R	DV3.U_F	GCF_000862125.1_ViralProj15306_genomic	DEN_RP2_R
14	DV3.U_F_QSP-D1L_R	DV3.U_F	GCF_000862125.1_ViralProj15306_genomic	QSP-D1L_R
30	DV3.U_F_CDC10564_R	DV3.U_F	GCF_000862125.1_ViralProj15306_genomic	CDC10564_R
29	DV3.U_F_Den_R1b_R	DV3.U_F	GCF_000866625.1_ViralProj15598_genomic	Den_R1b_R
67	DV3.U_F_Den_R2_R	DV3.U_F	GCF_000866625.1_ViralProj15598_genomic	Den_R2_R
91	DV3.U_F_Den_R2_R	DV3.U_F	GCF_000866625.1_ViralProj15598_genomic	Den_R2_R
85	DV3.U_F_Pan_R	DV3.U_F	GCF_000866625.1_ViralProj15598_genomic	Pan_R
92	DV3.U_F_DEN_RP2_R	DV3.U_F	GCF_000866625.1_ViralProj15598_genomic	DEN_RP2_R
14	DV3.U_F_QSP-D1L_R	DV3.U_F	GCF_000866625.1_ViralProj15598_genomic	QSP-D1L_R
30	DV3.U_F_CDC10564_R	DV3.U_F	GCF_000866625.1_ViralProj15598_genomic	CDC10564_R
60	DV3.U_F_D1_R	DV3.U_F	GCF_000871845.1_ViralProj20183_genomic	D1_R
63	DV3.U_F_D4_R	DV3.U_F	GCF_000871845.1_ViralProj20183_genomic	D4_R
96	DV4.U_F_D3_R	DV4.U_F	GCF_000862125.1_ViralProj15306_genomic	D3_R
29	DV4.U_F_Den_R1b_R	DV4.U_F	GCF_000862125.1_ViralProj15306_genomic	Den_R1b_R
69	DV4.U_F_Den_R2_R	DV4.U_F	GCF_000862125.1_ViralProj15306_genomic	Den_R2_R
93	DV4.U_F_Den_R2_R	DV4.U_F	GCF_000862125.1_ViralProj15306_genomic	Den_R2_R
87	DV4.U_F_Pan_R	DV4.U_F	GCF_000862125.1_ViralProj15306_genomic	Pan_R
94	DV4.U_F_DEN_RP2_R	DV4.U_F	GCF_000862125.1_ViralProj15306_genomic	DEN_RP2_R
14	DV4.U_F_QSP-D1L_R	DV4.U_F	GCF_000862125.1_ViralProj15306_genomic	QSP-D1L_R
30	DV4.U_F_CDC10564_R	DV4.U_F	GCF_000862125.1_ViralProj15306_genomic	CDC10564_R
99	DV4.U_F_DENV2_36_R	DV4.U_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_36_R
4	DV4.U_F_DENV4_36_R	DV4.U_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_36_R
29	DV4.U_F_Den_R1b_R	DV4.U_F	GCF_000865065.1_ViralProj15599_genomic	Den_R1b_R
67	DV4.U_F_Den_R2_R	DV4.U_F	GCF_000865065.1_ViralProj15599_genomic	Den_R2_R
91	DV4.U_F_Den_R2_R	DV4.U_F	GCF_000865065.1_ViralProj15599_genomic	Den_R2_R
85	DV4.U_F_Pan_R	DV4.U_F	GCF_000865065.1_ViralProj15599_genomic	Pan_R
92	DV4.U_F_DEN_RP2_R	DV4.U_F	GCF_000865065.1_ViralProj15599_genomic	DEN_RP2_R
14	DV4.U_F_QSP-D1L_R	DV4.U_F	GCF_000865065.1_ViralProj15599_genomic	QSP-D1L_R
30	DV4.U_F_CDC10564_R	DV4.U_F	GCF_000865065.1_ViralProj15599_genomic	CDC10564_R
95	DV4.U_F_D3_R	DV4.U_F	GCF_000871845.1_ViralProj20183_genomic	D3_R
100	DV4.U_F_DENV2_36_R	DV4.U_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_36_R
4	DV4.U_F_DENV4_36_R	DV4.U_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_36_R
29	DV4.U_F_Den_R1b_R	DV4.U_F	GCF_000871845.1_ViralProj20183_genomic	Den_R1b_R
68	DV4.U_F_Den_R2_R	DV4.U_F	GCF_000871845.1_ViralProj20183_genomic	Den_R2_R
92	DV4.U_F_Den_R2_R	DV4.U_F	GCF_000871845.1_ViralProj20183_genomic	Den_R2_R
86	DV4.U_F_Pan_R	DV4.U_F	GCF_000871845.1_ViralProj20183_genomic	Pan_R
93	DV4.U_F_DEN_RP2_R	DV4.U_F	GCF_000871845.1_ViralProj20183_genomic	DEN_RP2_R
14	DV4.U_F_QSP-D1L_R	DV4.U_F	GCF_000871845.1_ViralProj20183_genomic	QSP-D1L_R
30	DV4.U_F_CDC10564_R	DV4.U_F	GCF_000871845.1_ViralProj20183_genomic	CDC10564_R
55	DENV2qPCR_F_10_R	DENV2qPCR_F	GCF_000862125.1_ViralProj15306_genomic	10_R
79	DENV2qPCR_F_DatodvboRhma_2_R	DENV2qPCR_F	GCF_000865065.1_ViralProj15599_genomic	DatodvboRhma_2_R
55	DENV2qPCR_F_10_R	DENV2qPCR_F	GCF_000866625.1_ViralProj15598_genomic	10_R
32	DENV1_F_DENV4_11_RIGHT_R	DENV1_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_11_RIGHT_R
48	DENV1_F_DENV1_R	DENV1_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_R
65	DENV1_F_DENV-1_R	DENV1_F	GCF_000862125.1_ViralProj15306_genomic	DENV-1_R
67	DENV1_F_DENV1_26_RIGHT_R	DENV1_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_26_RIGHT_R
55	DENV1_F_DENV1_28_RIGHT_R	DENV1_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_28_RIGHT_R
86	DENV1_F_DENV-2_R	DENV1_F	GCF_000865065.1_ViralProj15599_genomic	DENV-2_R
86	DENV1_F_Actin_R	DENV1_F	GCF_000865065.1_ViralProj15599_genomic	Actin_R
48	DENV1_F_DENV1_R	DENV1_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_R
65	DENV1_F_DENV-1_R	DENV1_F	GCF_000866625.1_ViralProj15598_genomic	DENV-1_R
48	DENV1_F_DENV1_R	DENV1_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_R
86	DENV1_F_DENV-2_R	DENV1_F	GCF_000871845.1_ViralProj20183_genomic	DENV-2_R
68	DENV1_F_DoaSSMfPSaGoDV_8_R	DENV1_F	GCF_000871845.1_ViralProj20183_genomic	DoaSSMfPSaGoDV_8_R
